title,genre,description,author,bookformat,isbn,pages,image
Stonehenge Complete,"Nonfiction,Occult,Tarot","Since its first and prize-winning edition of 1983, ""Stonehenge Complete has established itself as the classic account of this most famous of ancient places. For this new edition, Christopher Chippindale has revised and updated the story to include the latest theories and discoveries. People have puzzled over Stonehenge for centuries, speculating and dreaming about it, drawing and painting it, trying to make sense of it. Here is the story of the one real Stonehenge, as well as the many unreal Stonehenges that archaeologists, tourists, mystics, astronomers, artists, poets, and visionaries have made out of it. New studies in the last decade have revolutionized our knowledge of the complex sequence of structures that make its celebrated profile; remarkably, these new discoveries have been made without new excavations. Stonehenge today is as lively as it ever was. After a period of dissent and confrontation, visitors are once again welcome to see the sun rise over the Heel stone on midsummer solstice day, and some 20,000 people are expected to gather at midsummer dawn this year. As the new edition explains, they are in error: although Stonehenge is indeed astronomically oriented, it is not aligned on the midsummer sunrise at all.",Christopher Chippindale,Paperback,500284679,312,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348230808l/101087.jpg
InuYasha: Gray Areas,"Esoterica,Astrology"," Kagome is a modern Japanese high school girl. She has always been the sort who never really believed in myths and legends, until one day when a hideous, otherworldly creature pulls her out of her own world and into Japan's ancient past! There she discovers more than a few of those dusty old legends are true, and her destiny is linked to one legendary creature in particular-a doglike half-demon called Inu-Yasha! That same trick of fate also ties both of them to the Shikon Jewel, or "" Jewel of Four Souls,"" the smallest shard of which can gift the user with unimaginable power.",Rumiko Takahashi,,1569318867,192,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348935737l/1010890.jpg
InuYasha: The Demon of the Birds,"Esoterica,Astrology","The Demon of the Birds,The search for the final shard of the Shikon Jewel leads Inuyasha and the gang to a mountain fortress. But the gate is guarded by two giant statues and a force that will only allow the dead to enter Seeking a path to the underworld, Naraku meanwhile teams up with a new demon, Abi Hime, who hunts the blood of innocent villagers to heal her mother. Inuyasha and friends step in to stop them when they find that Kikyo may be involved",Rumiko Takahashi,,1421509024,192,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348958148l/1010893.jpg
"The Autobiography of Henry VIII: With Notes by His Fool, Will Somers","Art,Art,Art Design,Design,Nonfiction","This is the story of England's most famous, and notorious, king.,Henry was a charismatic, ardent - and brash - young lover who married six times; a scholar with a deep love of poetry and music; an energetic hunter who loved the outdoors; a monarch whose lack of a male heir haunted him incessantly; and a ruthless leader who would stop at nothing to achieve his desires. His monumental decision to split from Rome and the Catholic Church was one that would forever shape the religious and political landscape of Britain.,Combining magnificent storytelling with an extraordinary grasp of the pleasures and perils of power, Margaret George delivers a vivid portrait of Henry VIII and Tudor England and the powerhouse of players on its stage: Thomas Cromwell, Cardinal Wolsey, Thomas More and Anne Boleyn. It is also a narrative told from an original perspective: Margaret George writes from the King's point of view, injecting irreverent comments from Will Somers - Henry's jester and confidant.",Margaret George,Paperback,312194390,939,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439956289l/10108._SY475_.jpg
Pocket Guide to the Tarot,,"As far back as the ancient Egyptian temples of Luxor and Karnak, the Tarot has been a source of wisdom and insight into the human heart and mind. The 78 cards of the Tarot deck help you to open a door to higher consciousness, gain insights on the past and present, and discern future directions. The POCKET GUIDE TO THE TAROT throughly explains each card in the Waite-Rider deck as well as: The cards of the Major Arcana.The nature of the Minor Arcana.The suit of Swords.The suit of Cups.The suit of Pentacles.The suite of Wands.",Alan Oken,Paperback,895948222,152,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320396969l/1010920.jpg
Houses of the Horoscope: An Introduction,"Childrens,Fantasy,Childrens,Chapter Books,Fiction,Media Tie In,Anime","Astrology is an amazing tool for better understanding yourself, your friends, your planet, and the nature of Life itself. But how does astrology work? In HOUSES OF THE HOROSCOPE, Alan Oken explains that the natal horoscope is a blueprint and guide that creates a clear map to the self. He further explains how the positions of the astrological planets affect your life here on earth. Calculated for a person'Â¬?s date, time, and place of birth, the natal chart reveals a detailed portrait of an individual'Â¬?s relationship to the world. The various components of your natal horoscope reveal who you are, what you have to offer, and with whom you are most likely to share your talents, abilities, and love.",Alan Oken,Paperback,895949326,207,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320430831l/1010921.jpg
The Horoscope: its Road and Travelers,,,Alan Oken,,553083724,0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390685661l/1010922.jpg
Patterns: New Surface Design,"Fiction,Cultural,Africa,Magical Realism,Fantasy,Western Africa,Nigeria,Literature,African Literature,Literary Fiction,Literature,Novels,Contemporary","Pattern is back, and what better way to celebrate its revival than with a cool compendium of the best pattern design from around the globe? This exciting new book showcases some of the most innovative pattern designs, including graphics, textiles, fashion, furnishings, ceramics, tiles, wallpaper, and stationery. While many of the featured designers work commercially, others are independent players whose work is cutting-edge even though, or perhaps because, they don't follow conventional techniques or disciplined structures. Figurative, funky, abstract, pixel-based, graphic, or retro patterns are all featured in this visual feast of the best work to emerge in the last five years.","Drusilla Cole,Cole Drusilla",Paperback,1856695050,240,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348288675l/1010930.jpg
"Pokemon Origami, Volume 2","Religion,Buddhism,Buddhism,Zen,Spirituality,Nonfiction,Philosophy,Religion,Philosophy,Eastern Philosophy,Cultural,Japan","-- Fans can create 3-D versions of their favorite Pokemon,-- Features preprinted paper and easy instructions",Ryoko Nishida,Paperback,1569314152,0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391638487l/1010941.jpg
"Charizard, Go!","Fiction,Magical Realism,Cultural,Africa,Fantasy,Literature,Novels,Western Africa,Nigeria,Literature,African Literature,Folklore,Religion","It is the biggest Pokemon competition of Ash's life, and he doesn't want to lose. Fire fights fire but can Ash trust Charizard to battle for him? Ash raised Charizard from a stray Charmander, but Charizard is stubborn and never listens to Ash.",Tracey West,,439154219,88,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388374927l/1010945.jpg
Official Nintendo PokÃ©mon Ranger Player's Guide,"Romance,Romance,Interracial Romance,Sports,Sports,Contemporary,Contemporary Romance,Sports Romance,Romance,Contemporary Romance,Romance,African American Romance,Womens Fiction,Chick Lit","The ONLY official guide from the insiders at Nintendo!, From the depths of the Safra Sea to the peaks of the Sekra Range, over 200 PokÃ©mon live peacefully in Fiore. But now that peace is threatened, and it's your duty as a Union Ranger to fight back with the tactics, maps, and data contained in the Official Player's Guide! ,DETAILED MAPS, Complete maps of every area to help you find the PokÃ©mon you need when you need it. ,COMPLETE BROWSER, Fill up your Browser by catching all 213 PokÃ©mon, and see the game's secret ending! ,CAPTURE STRATEGIES, Complete combat data and capture strategies for every single PokÃ©mon in the game. ,EXCLUSIVE POSTER, Decorate your room with a three-panel Charizard poster you won't find anywhere else! ,Complete strategy for PokÃ©mon Ranger for Nintendo DS!",Nintendo Power,Paperback,1598120115,128,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1180210966l/1010946._SX318_.jpg
The Famished Road,"How To,Crafts,Origami","In the decade since it won the Booker Prize, Ben Okri's ,Famished Road, has become a classic. Like Salman Rushdie's ,Midnight's Children, or Gabriel Garcia Marquez's ,One Hundred Years of Solitude,, it combines brilliant narrative technique with a fresh vision to create an essential work of world literature.,The narrator, Azaro, is an ,abiku,, a spirit child, who in the Yoruba tradition of Nigeria exists between life and death. The life he foresees for himself and the tale he tells is full of sadness and tragedy, but inexplicably he is born with a smile on his face. Nearly called back to the land of the dead, he is resurrected. But in their efforts to save their child, Azaro's loving parents are made destitute. The tension between the land of the living, with its violence and political struggles, and the temptations of the carefree kingdom of the spirits propels this latter-day Lazarus's story.",Ben Okri,Paperback,385425139,512,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344396715l/101094.jpg
